"","OID_","Field1","Lake","Project","Time","PercentCoverage","Depth","POINT_X","POINT_Y","geometry","id_point","fetch_km","weighted_fetch_km","fetch_km_all","weighted_fetch_km_all"
"328",625,625,"G-Bay","IMRP","2024-09-10T18:39:19Z",80,40,-79.8605239999999,44.8689640000001,c(590012.641181284, 4969025.63079483),328,0.00380265796774909,0.00380265796774909,0.339052871553307,0.339052871553307
"329",626,626,"G-Bay","IMRP","2024-09-10T18:39:41Z",90,90,-79.860471,44.8689210000001,c(590016.894937936, 4969020.91289497),329,0.0081344936325781,0.0081344936325781,0.394227179219236,0.394227179219236
"330",627,627,"G-Bay","IMRP","2024-09-10T18:39:51Z",80,60,-79.86049,44.8688990000001,c(590015.42832916, 4969018.44796524),330,0.00663278526375392,0.00663278526375392,0.393210124735234,0.393210124735234
"331",628,628,"G-Bay","IMRP","2024-09-10T18:40:01Z",60,50,-79.8604999999999,44.868885,c(590014.660203303, 4969016.88169155),331,0.00584624591885979,0.00584624591885979,0.392835745160064,0.392835745160064
"332",629,629,"G-Bay","IMRP","2024-09-10T18:40:21Z",80,35,-79.860515,44.868862,c(590013.511131362, 4969014.31011142),332,0.00466960328731432,0.00466960328731432,0.38871865216474,0.38871865216474
"333",630,630,"G-Bay","IMRP","2024-09-10T18:40:36Z",75,20,-79.86053,44.8688540000001,c(590012.338676945, 4969013.40480499),333,0.00346920647473059,0.00346920647473059,0.386369781047565,0.386369781047565
"334",631,631,"G-Bay","IMRP","2024-09-10T18:40:56Z",50,10,-79.860536,44.86886,c(590011.855354497, 4969014.06466355),334,0.00297447910391423,0.00297447910391423,0.358806091828108,0.358806091828108
"335",632,632,"G-Bay","IMRP","2024-09-10T18:42:13Z",0,100,-79.86027,44.868548,c(590033.354462782, 4968979.7010633),335,0.0354346318564035,0.0354346318564035,0.742696536123635,0.742696536123635
"336",633,633,"G-Bay","IMRP","2024-09-10T18:42:25Z",0,60,-79.860282,44.868521,c(590032.448613635, 4968976.68846654),336,0.0362433823754899,0.0362433823754899,0.740095043084987,0.740095043084987
"337",634,634,"G-Bay","IMRP","2024-09-10T18:42:34Z",0,40,-79.860287,44.8685100000001,c(590032.070786453, 4968975.46098915),337,0.0368112880571442,0.0368112880571442,0.773321223908331,0.773321223908331
"338",635,635,"G-Bay","IMRP","2024-09-10T18:42:41Z",0,5,-79.860286,44.8684930000001,c(590032.176286472, 4968973.5736547),338,0.0382567247453894,0.0382567247453894,0.773435730204164,0.773435730204164
"339",636,636,"G-Bay","IMRP","2024-09-10T18:42:47Z",0,5,-79.860293,44.868483,c(590031.638908967, 4968972.45504481),339,0.0386373599438532,0.0386373599438532,0.773266299317089,0.773266299317089
"340",637,637,"G-Bay","IMRP","2024-09-10T18:43:17Z",0,70,-79.860355,44.8684400000001,c(590026.808225483, 4968967.60965661),340,0.0379853222956015,0.0379853222956015,0.469972014196424,0.469972014196424
"341",638,638,"G-Bay","IMRP","2024-09-10T18:43:43Z",0,50,-79.860352,44.8684250000001,c(590027.068597127, 4968965.94670919),341,0.039462446204622,0.039462446204622,0.77320679229246,0.77320679229246
"342",639,639,"G-Bay","IMRP","2024-09-10T18:44:29Z",100,80,-79.860697,44.8684030000001,c(589999.849413535, 4968963.12041585),342,0.0243894340113959,0.0243894340113959,0.744696272397278,0.744696272397278
"343",640,640,"G-Bay","IMRP","2024-09-10T18:44:36Z",100,70,-79.860738,44.8683780000001,c(589996.649555751, 4968960.2978536),343,0.0246166760641245,0.0246166760641245,0.752617814771816,0.752617814771816
