"","OID_","Field1","Lake","Project","Time","PercentCoverage","Depth","POINT_X","POINT_Y","geometry","id_point","fetch_km","weighted_fetch_km","fetch_km_all","weighted_fetch_km_all"
"245",245,245,"Ontario","IMRP","2024-08-07T19:27:21Z",0,28,-77.020046954,44.0352829380001,c(818908.952809695, 4883497.09329633),245,0.00208022045618743,0.00208022045618743,1.17596199796414,1.17596199796414
"246",246,246,"Ontario","IMRP","2024-08-07T19:27:52Z",0,33,-77.019955,44.035333,c(818916.052441146, 4883503.01043135),246,0.00174803540998003,0.00174803540998003,1.17681338923314,1.17681338923314
"247",247,247,"Ontario","IMRP","2024-08-07T19:28:40Z",0,30,-77.0198609999999,44.0354280000001,c(818923.074594951, 4883513.92711263),247,0.00621571664951354,0.00621571664951354,1.19600616175393,1.19600616175393
"248",248,248,"Ontario","IMRP","2024-08-07T19:29:48Z",NA,NA,-77.0197929999999,44.035467,c(818928.314119183, 4883518.52268522),248,0.00534033495195971,0.00534033495195971,1.18330193683621,1.18330193683621
"249",249,249,"Ontario","IMRP","2024-08-07T19:30:23Z",0,20,-77.019865,44.035486,c(818922.442473624, 4883520.35411524),249,0.011615800903336,0.011615800903336,1.20001619359419,1.20001619359419
"250",250,250,"Ontario","IMRP","2024-08-07T19:30:50Z",0,80,-77.019862,44.035491,c(818922.656011248, 4883520.92113041),250,0.0118645339779998,0.0118645339779998,1.20025076652464,1.20025076652464
"251",251,251,"Ontario","IMRP","2024-08-07T19:32:34Z",0,80,-77.019918,44.035446,c(818918.410314398, 4883515.70560288),251,0.0110807835955292,0.0110807835955292,1.19875163074578,1.19875163074578
"252",252,252,"Ontario","IMRP","2024-08-07T19:33:02Z",0,82,-77.019976,44.0354120000001,c(818913.945251621, 4883511.70418186),252,0.0108274880606349,0.0108274880606349,1.19813930160768,1.19813930160768
"253",253,253,"Ontario","IMRP","2024-08-07T19:33:37Z",60,85,-77.020031,44.0353710000001,c(818909.758186618, 4883506.93684677),253,0.00974934919888146,0.00974934919888146,1.19673248678585,1.19673248678585
"254",254,254,"Ontario","IMRP","2024-08-07T19:34:03Z",0,57,-77.020035,44.0353260000001,c(818909.679393718, 4883501.92284983),254,0.00544455457253258,0.00544455457253258,1.19313354683903,1.19313354683903
"255",255,255,"Ontario","IMRP","2024-08-07T19:34:29Z",0,58,-77.0199719999999,44.0353650000001,c(818914.518271392, 4883506.49903327),255,0.00587079512721082,0.00587079512721082,1.19426346291106,1.19426346291106
"256",256,256,"Ontario","IMRP","2024-08-07T19:35:02Z",0,65,-77.0199269999999,44.0354120000001,c(818917.87177033, 4883511.89408213),256,0.00826050761199448,0.00826050761199448,1.19651307341152,1.19651307341152
"257",257,257,"Ontario","IMRP","2024-08-07T19:35:42Z",0,62,-77.0198779999999,44.0354540000001,c(818921.572656272, 4883516.74924699),257,0.00959576532332921,0.00959576532332921,1.19821674711874,1.19821674711874
"258",258,258,"Ontario","IMRP","2024-08-07T19:41:15Z",0,14,-77.019707,44.0355240000001,c(818934.899324371, 4883525.18742393),258,0.00427580971512792,0.00427580971512792,1.18463419402319,1.18463419402319
"259",259,259,"Ontario","IMRP","2024-08-07T19:41:37Z",0,20,-77.019671,44.035579,c(818937.488620654, 4883531.43622384),259,0.00559602101553229,0.00559602101553229,1.20081688921654,1.20081688921654
"260",260,260,"Ontario","IMRP","2024-08-07T19:42:03Z",0,28,-77.019617,44.0356640000001,c(818941.359123013, 4883541.08712037),260,0.0082917346868807,0.0082917346868807,1.20466049026969,1.20466049026969
"261",261,261,"Ontario","IMRP","2024-08-07T19:42:32Z",0,17,-77.01956,44.0357300000001,c(818945.572090704, 4883548.6391717),261,0.00843852410948124,0.00843852410948124,1.20706528275818,1.20706528275818
"262",262,262,"Ontario","IMRP","2024-08-07T19:42:53Z",0,17,-77.019528,44.035762,c(818947.964407248, 4883552.31768665),262,0.0081406254065533,0.0081406254065533,1.20869572642438,1.20869572642438
"263",263,263,"Ontario","IMRP","2024-08-07T19:43:15Z",0,23,-77.019505,44.0358000000001,c(818949.603291757, 4883556.62778508),263,0.00872027222880964,0.00872027222880964,1.21137721164193,1.21137721164193
"264",264,264,"Ontario","IMRP","2024-08-07T19:43:40Z",0,56,-77.019537,44.035806,c(818947.006815176, 4883557.17022112),264,0.0115333698644791,0.0115333698644791,1.21315775642341,1.21315775642341
"265",265,265,"Ontario","IMRP","2024-08-07T19:44:08Z",0,64,-77.0195669999999,44.0357690000001,c(818944.801628693, 4883552.94406983),265,0.0115360231542989,0.0115360231542989,1.21091708788246,1.21091708788246
"266",266,266,"Ontario","IMRP","2024-08-07T19:44:33Z",0,65,-77.019626,44.0357240000001,c(818940.315574227, 4883547.7168984),266,0.0130354856117841,0.0130354856117841,1.20878879811419,1.20878879811419
"267",267,267,"Ontario","IMRP","2024-08-07T19:44:57Z",10,65,-77.019661,44.0356760000001,c(818937.768814143, 4883542.24951631),267,0.0122172064802293,0.0122172064802293,1.20662639790895,1.20662639790895
"268",268,268,"Ontario","IMRP","2024-08-07T19:45:22Z",10,66,-77.0197009999999,44.03563,c(818934.810640641, 4883536.98491199),268,0.0117095458040742,0.0117095458040742,1.2047986878888,1.2047986878888
"269",269,269,"Ontario","IMRP","2024-08-07T19:45:44Z",0,69,-77.019741,44.0355940000001,c(818931.798737854, 4883532.83108602),269,0.0118642313112532,0.0118642313112532,1.20375476170204,1.20375476170204
"270",270,270,"Ontario","IMRP","2024-08-07T19:46:19Z",0,76,-77.0198099999999,44.035539,c(818926.565052689, 4883526.45439144),270,0.0123226320177986,0.0123226320177986,1.20208612589122,1.20208612589122
"271",271,271,"Ontario","IMRP","2024-08-07T19:47:02Z",20,87,-77.019817,44.0355730000001,c(818925.821464325, 4883530.2039028),271,0.0154140632862381,0.0154140632862381,1.20416146187606,1.20416146187606
"272",272,272,"Ontario","IMRP","2024-08-07T19:47:29Z",40,93,-77.019795,44.0356,c(818927.439333227, 4883533.2882645),272,0.0160817726023143,0.0160817726023143,1.20542115957,1.20542115957
"273",273,273,"Ontario","IMRP","2024-08-07T19:48:13Z",30,89,-77.019751,44.0356420000001,c(818930.739534816, 4883538.12405724),273,0.0161664490513158,0.0161664490513158,1.20693120381895,1.20693120381895
"274",274,274,"Ontario","IMRP","2024-08-07T19:49:06Z",20,89,-77.019668,44.0357240000001,c(818936.950004471, 4883547.55411418),274,0.0160179199775237,0.0160179199775237,1.21014785606756,1.21014785606756
"275",275,275,"Ontario","IMRP","2024-08-07T19:49:57Z",10,92,-77.019638,44.035765,c(818939.133707732, 4883552.22457318),275,0.0166620978662817,0.0166620978662817,1.21260514324576,1.21260514324576
"276",276,276,"Ontario","IMRP","2024-08-07T19:50:21Z",30,90,-77.01958,44.035829,c(818943.437546622, 4883559.55834395),276,0.0161920571660625,0.0161920571660625,1.21705418269312,1.21705418269312
"277",277,277,"Ontario","IMRP","2024-08-08T14:03:29Z",100,49,-77.040023,43.9111040000001,c(817971.186043807, 4869626.4553575),277,0.0264877461434848,0.0264877461434848,0.786416660512616,0.786416660512616
"278",278,278,"Ontario","IMRP","2024-08-08T14:07:25Z",100,52,-77.0399199999999,43.9111500000001,c(817979.211742288, 4869631.9619708),278,0.0299961154174674,0.0299961154174674,0.805612942768744,0.805612942768744
"279",279,279,"Ontario","IMRP","2024-08-08T14:07:44Z",40,54,-77.0399429999999,43.911189,c(817977.15683181, 4869636.20527263),279,0.0342673735340423,0.0342673735340423,0.808329782410855,0.808329782410855
"280",280,280,"Ontario","IMRP","2024-08-08T14:08:09Z",10,56,-77.03999,43.91123,c(817973.16403467, 4869640.57819892),280,0.03973412459611,0.03973412459611,0.812951005714993,0.812951005714993
"281",281,281,"Ontario","IMRP","2024-08-08T14:08:36Z",20,59,-77.0400319999999,43.9112710000001,c(817969.572747114, 4869644.97040391),281,0.0439766992032628,0.0439766992032628,0.813603069656099,0.813603069656099
"282",282,282,"Ontario","IMRP","2024-08-08T14:09:02Z",20,57,-77.04009,43.9113090000001,c(817964.712648826, 4869648.9676975),282,0.0473165685086518,0.0473165685086518,0.811631320966305,0.811631320966305
"283",283,283,"Ontario","IMRP","2024-08-08T14:09:27Z",30,56,-77.040109,43.911304,c(817963.213596425, 4869648.33906628),283,0.04630165448056,0.04630165448056,0.811306808536655,0.811306808536655
"284",284,284,"Ontario","IMRP","2024-08-08T14:10:04Z",10,57,-77.040126,43.9113340000001,c(817961.688499634, 4869651.60581685),284,0.0495156600100135,0.0495156600100135,0.81264802228147,0.81264802228147
"285",285,285,"Ontario","IMRP","2024-08-08T14:10:30Z",30,59,-77.040138,43.911371,c(817960.527578939, 4869655.66937791),285,0.0532061790689646,0.0532061790689646,0.818392054870182,0.818392054870182
"286",286,286,"Ontario","IMRP","2024-08-08T14:11:20Z",40,65,-77.040227,43.9114070000001,c(817953.18883657, 4869659.32501567),286,0.0541957563577041,0.0541957563577041,0.821103079276906,0.821103079276906
"287",287,287,"Ontario","IMRP","2024-08-08T14:11:44Z",20,60,-77.04033,43.9114440000001,c(817944.720560891, 4869663.0377671),287,0.0573961060119561,0.0573961060119561,0.82150429037539,0.82150429037539
"288",288,288,"Ontario","IMRP","2024-08-08T14:12:12Z",60,60,-77.0404609999999,43.911432,c(817934.265160779, 4869661.19985215),288,0.048489088419938,0.048489088419938,0.820108938477589,0.820108938477589
"289",289,289,"Ontario","IMRP","2024-08-08T14:12:37Z",70,64,-77.040561,43.911418,c(817926.30974252, 4869659.2592995),289,0.0483926595534054,0.0483926595534054,0.820799141908139,0.820799141908139
"290",290,290,"Ontario","IMRP","2024-08-08T14:13:47Z",70,66,-77.040782,43.9114260000001,c(817908.520632135, 4869659.29602442),290,0.0464442577895137,0.0464442577895137,0.822515983148274,0.822515983148274
"291",291,291,"Ontario","IMRP","2024-08-08T14:14:09Z",100,68,-77.040832,43.9114430000001,c(817904.414956984, 4869660.99159403),291,0.0472594414816608,0.0472594414816608,0.820713051031945,0.820713051031945
"292",292,292,"Ontario","IMRP","2024-08-08T14:14:37Z",100,76,-77.040881,43.9114730000001,c(817900.320272224, 4869664.13501261),292,0.0465056425694164,0.0465056425694164,0.824830426179524,0.824830426179524
"293",293,293,"Ontario","IMRP","2024-08-08T14:15:11Z",30,75,-77.04099,43.9115180000001,c(817891.327582245, 4869668.71331393),293,0.0467882047710908,0.0467882047710908,0.831847762017009,0.831847762017009
"294",294,294,"Ontario","IMRP","2024-08-08T14:15:40Z",100,72,-77.0411089999999,43.9115400000001,c(817881.654523278, 4869670.69832903),294,0.0430898540879244,0.0430898540879244,0.836099669185825,0.836099669185825
"295",295,295,"Ontario","IMRP","2024-08-08T14:16:14Z",80,61,-77.0412669999999,43.9115610000001,c(817868.855082843, 4869672.4219708),295,0.0343177088213813,0.0343177088213813,0.22206045156787,0.22206045156787
"296",296,296,"Ontario","IMRP","2024-08-08T14:16:43Z",NA,NA,-77.041347,43.9115630000001,c(817862.420379975, 4869672.33579816),296,0.0304259757510734,0.0304259757510734,0.220010546839711,0.220010546839711
